"id";"key";"dealer_id";"product_id"
1;"546227";2;12
2;"651265";2;106
3;"546257";2;200
4;"546408";2;38
5;"651258";2;403
6;"546234";2;18
7;"546355";2;39
8;"831859";2;396
9;"832159";2;284
10;"831853";2;276
11;"382756";2;279
12;"546405";2;320
13;"831855";2;249
14;"856995";2;235
15;"856325";2;216
16;"695084";2;293
17;"546406";2;40
18;"831858";2;397
19;"857015";2;236
20;"831854";2;275
21;"382757";2;272
22;"546322";2;123
23;"831857";2;398
24;"382745";2;307
25;"831860";2;402
26;"832157";2;250
27;"831863";2;257
28;"856331";2;234
29;"695083";2;292
30;"716498";2;82
31;"651254";2;286
32;"716499";2;83
33;"717424";2;43
34;"546294";2;133
35;"546360";2;20
36;"831856";2;399
37;"832158";2;258
38;"651268";2;44
39;"651269";2;42
40;"856278";2;217
41;"651259";2;19
42;"651261";2;172
43;"382755";2;246
44;"856324";2;207
45;"546242";2;81
46;"546253";2;72
47;"546258";2;204
48;"716726";2;165
49;"546267";2;178
50;"651253";2;263
51;"716500";2;55
52;"716502";2;52
53;"382752";2;253
54;"382753";2;259
55;"546256";2;74
56;"546261";2;170
57;"697563";2;16
58;"716503";2;62
59;"382754";2;245
60;"728393";2;175
61;"697564";2;121
62;"671830";2;158
63;"671831";2;160
64;"856938";2;230
65;"856407";2;233
66;"856925";2;228
67;"856937";2;229
68;"100156076";3;338
69;"200671203";3;332
70;"200692760";3;356
71;"200692763";3;341
72;"200692766";3;335
73;"200692770";3;344
74;"200692773";3;353
75;"200692779";3;347
76;"200692782";3;350
77;"200671204";3;333
78;"200692759";3;357
79;"200692762";3;342
80;"200692765";3;336
81;"200692771";3;345
82;"200692774";3;354
83;"200692777";3;339
84;"200692780";3;348
85;"200692783";3;351
86;"200671202";3;331
87;"200692761";3;355
88;"200692764";3;340
89;"200692767";3;334
90;"200692769";3;343
91;"200692772";3;352
92;"200692775";3;337
93;"200692778";3;346
94;"200692781";3;349
95;"200671274";3;189
96;"200671275";3;188
97;"100156085";3;190
98;"200671276";3;187
99;"100121642";3;192
100;"200543990";3;191
101;"100121975";3;11
102;"200544528";3;10
103;"100121664";3;8
104;"200544027";3;9
105;"100121646";3;182
106;"200544012";3;181
107;"200394761";3;364
108;"200394764";3;368
109;"200652975";3;376
110;"100070803";3;372
111;"200394762";3;365
112;"200652974";3;373
113;"200671293";3;383
114;"200671291";3;385
115;"100156090";3;384
116;"200671288";3;377
117;"200692786";3;379
118;"100156089";3;382
119;"200692785";3;381
120;"200671287";3;378
121;"200692784";3;380
122;"100156093";3;387
123;"200671296";3;386
124;"100156095";3;389
125;"200671298";3;388
126;"100156097";3;406
127;"100167146";3;418
128;"200712409";3;424
129;"200712416";3;430
130;"200712414";3;427
131;"200712405";3;421
132;"200712403";3;420
133;"200712410";3;426
134;"200712417";3;432
135;"200712413";3;429
136;"200712406";3;423
137;"200712404";3;419
138;"200712411";3;425
139;"200712418";3;431
140;"200712412";3;428
141;"200712407";3;422
142;"200671315";3;326
143;"100156101";3;325
144;"200692789";3;330
145;"100156104";3;329
146;"200671317";3;324
147;"100156102";3;323
148;"100156105";3;327
149;"200692788";3;328
150;"200671304";3;322
151;"100156098";3;321
152;"100156059";3;186
153;"200653012";3;183
154;"200688509";3;184
155;"100150622";3;185
156;"100156057";3;177
157;"100156058";3;173
158;"100156060";3;178
159;"100156061";3;174
160;"200671177";3;175
161;"100156064";3;176
162;"100156065";3;179
163;"200671181";3;172
164;"100156069";3;197
165;"100150896";3;195
166;"100156070";3;196
167;"200544147";3;194
168;"100121736";3;193
169;"100121737";3;199
170;"200375950";3;240
171;"100067707";3;242
172;"200375953";3;243
173;"200539382";3;244
174;"200375951";3;241
175;"200375954";3;396
176;"100067708";3;397
177;"200652937";3;265
178;"200671207";3;267
179;"200671208";3;268
180;"100150617";3;266
181;"100163756";3;270
182;"200692727";3;269
183;"100163757";3;280
184;"200692742";3;279
185;"100163759";3;285
186;"200692752";3;284
187;"100163761";3;287
188;"200692756";3;286
189;"200375981";3;272
190;"200711441";3;276
191;"200671249";3;273
192;"200711442";3;277
193;"200375983";3;271
194;"100067717";3;275
195;"200671248";3;274
196;"200711444";3;278
197;"100067721";3;282
198;"200375989";3;281
199;"200671250";3;283
200;"200375990";3;253
201;"200539383";3;255
202;"200539384";3;256
203;"100067722";3;254
204;"200375960";3;257
205;"100067711";3;258
206;"200671244";3;292
207;"200671247";3;294
208;"100156083";3;293
209;"100002946";3;311
210;"100119608";3;320
211;"200375982";3;263
212;"100067718";3;264
213;"200375984";3;245
214;"200711434";3;249
215;"200671221";3;247
216;"200711436";3;251
217;"200671222";3;248
218;"200711438";3;252
219;"100067719";3;246
220;"200711440";3;250
221;"200375986";3;259
222;"200671232";3;261
223;"200671251";3;262
224;"100067720";3;260
225;"100067709";3;289
226;"200375957";3;288
227;"200671261";3;303
228;"200375969";3;304
229;"200671267";3;305
230;"200671266";3;310
231;"200653020";3;296
232;"200671268";3;297
233;"200671269";3;300
234;"200711454";3;417
235;"100166665";3;416
236;"200711447";3;410
237;"200711448";3;411
238;"100166662";3;409
239;"200711452";3;415
240;"100166664";3;414
241;"200711450";3;413
242;"100166663";3;412
243;"100167144";3;312
244;"100167145";3;476
245;"200375976";3;404
246;"100067715";3;405
247;"200653022";3;403
248;"100067716";3;398
249;"200375978";3;399
250;"100156107";3;408
251;"100156106";3;407
252;"200544197";3;88
253;"100121762";3;87
254;"100121763";3;89
255;"100121765";3;92
256;"100121764";3;91
257;"100121766";3;93
258;"200688508";3;94
259;"100163394";3;95
260;"100121768";3;96
261;"100121776";3;107
262;"200544193";3;85
263;"100121761";3;84
264;"200544327";3;101
265;"200544328";3;102
266;"100121770";3;100
267;"100121773";3;104
268;"200546964";3;105
269;"200544325";3;98
270;"200544326";3;99
271;"100121769";3;97
272;"100121772";3;103
273;"100121835";3;157
274;"100121822";3;163
275;"200544285";3;162
276;"200544316";3;159
277;"100121834";3;154
278;"200544312";3;155
279;"100121824";3;136
280;"100121837";3;160
281;"200544318";3;161
282;"200544301";3;141
283;"100121826";3;137
284;"100121823";3;134
285;"100121825";3;135
286;"100121832";3;151
287;"100121753";3;79
288;"200544180";3;75
289;"100121751";3;76
290;"200544179";3;74
291;"100121752";3;77
292;"200544181";3;77
293;"200544323";3;71
294;"100121749";3;70
295;"100121756";3;80
296;"100121775";3;106
297;"100121759";3;82
298;"100121760";3;83
299;"100121838";3;164
300;"100121839";3;165
301;"100121801";3;133
302;"200375992";3;391
303;"200375993";3;392
304;"100067723";3;390
305;"100150621";3;394
306;"200671237";3;395
307;"200671235";3;393
308;"100121691";3;39
309;"100121696";3;43
310;"100121699";3;38
311;"200544079";3;45
312;"100121742";3;203
313;"100122412";3;206
314;"200544102";3;52
315;"100121713";3;49
316;"200544100";3;51
317;"100121722";3;63
318;"200544109";3;56
319;"200544113";3;68
320;"100121719";3;67
321;"200544116";3;60
322;"200544117";3;59
323;"100121727";3;69
324;"100121726";3;65
325;"100122364";3;170
326;"100121816";3;169
327;"200544275";3;167
328;"100067724";3;401
329;"200375996";3;402
330;"200375997";3;400
331;"100121750";3;73
332;"200544177";3;72
333;"100121797";3;127
334;"100121777";3;108
335;"100121796";3;125
336;"200544247";3;123
337;"100121783";3;117
338;"100121787";3;118
339;"100121800";3;132
340;"200544254";3;131
341;"100121799";3;131
342;"100121778";3;110
343;"200544224";3;111
344;"200544243";3;112
345;"100121791";3;113
346;"100121788";3;119
347;"100121792";3;120
348;"200544251";3;129
349;"100121798";3;129
350;"200544245";3;121
351;"100121793";3;122
352;"100121701";3;34
353;"200544064";3;28
354;"100121688";3;29
355;"100121687";3;26
356;"200544063";3;27
357;"100121694";3;40
358;"200544073";3;41
359;"100121681";3;22
360;"200544057";3;23
361;"100121702";3;35
362;"100121686";3;24
363;"200544060";3;25
364;"100121700";3;32
365;"100121695";3;42
366;"200544157";3;201
367;"200544158";3;202
368;"100121741";3;200
369;"200544164";3;205
370;"100121743";3;204
371;"100121703";3;36
372;"100121705";3;37
373;"100121663";3;6
374;"200544025";3;7
375;"100121662";3;4
376;"200544023";3;5
377;"200544028";3;12
378;"100121675";3;18
379;"100121667";3;17
380;"100156088";3;16
381;"100121671";3;14
382;"100121666";3;15
383;"100121679";3;20
384;"100067710";3;291
385;"200375958";3;290
386;"700000625";4;398
387;"700000627";4;401
388;"700000497";4;123
389;"700000504";4;400
390;"700000624";4;112
391;"700000626";4;124
392;"700000729";4;121
393;"700000730";4;113
394;"700000733";4;48
395;"700000734";4;54
396;"700000735";4;27
397;"700000736";4;13
398;"700000746";4;56
399;"700000747";4;46
400;"700000909";4;162
401;"700001129";4;1
402;"700000484";4;62
403;"700000485";4;59
404;"700000486";4;65
405;"700000487";4;67
406;"700000500";4;39
407;"700000503";4;20
408;"700000505";4;390
409;"700000533";4;40
410;"700000619";4;393
411;"700000620";4;394
412;"700000623";4;391
413;"703002705";4;191
414;"700001465";4;207
415;"700000483";4;55
416;"700000488";4;200
417;"700000489";4;12
418;"700000490";4;17
419;"700000493";4;18
420;"700000494";4;81
421;"700000495";4;74
422;"700000496";4;130
423;"700000498";4;26
424;"700000499";4;19
425;"700000614";4;8
426;"700000615";4;9
427;"700000628";4;204
428;"700000687";4;72
429;"700000688";4;38
430;"700000689";4;16
431;"357000135";4;408
739;https://kub02.ru/catalog/professionalnaya_bytovaya_khimiya/sprey_dlya_ochistki_polkov_v_banyakh_i_saunakh_universal_wood_0_5l/;6;20
740;https://kub02.ru/catalog/prosept/antiseptik_universalnyy_dlya_vnutr_i_naruzhn_prosept_universal_1l/;6;259
741;https://kub02.ru/catalog/prosept/antiseptik_nevymyvaemyy_korichnevyy_prosept_ultra_kontsentrat_1_10_1l/;6;249
742;https://kub02.ru/catalog/prosept/lak_dlya_bani_i_sauny_termostoykiy_akrilovyy_prosept_0_9l/;6;321
743;https://kub02.ru/catalog/prosept/antiseptik_nevymyvaemyy_korichnevyy_prosept_eco_ultra_gotovyy_sostav_5l/;6;275
744;https://kub02.ru/catalog/professionalnaya_bytovaya_khimiya/udalitel_tsementa_prosept_cement_cleaner_1l/;6;401
745;https://kub02.ru/catalog/professionalnaya_bytovaya_khimiya/universalnyy_pyatnovyvoditel_prosept_candy_0_5l/;6;162
746;https://kub02.ru/catalog/prosept/antiseptik_nevymyvaemyy_korichnevyy_prosept_ultra_kontsentrat_1_10_5l/;6;250
747;https://kub02.ru/catalog/prosept/maslo_dlya_zashchity_polkov_prosept_sauna_oil_gotovyy_sostav_0_25l/;6;320
748;https://kub02.ru/catalog/prosept/otbelivatel_dlya_drevesiny_prosept_50_1_1_1l/;6;240
749;https://kub02.ru/catalog/prosept/antiseptik_universalnyy_dlya_vnutr_i_naruzhn_prosept_eco_universal_5l/;6;281
750;https://kub02.ru/catalog/professionalnaya_bytovaya_khimiya/udalitel_tsementa_prosept_cement_cleaner_gotovyy_sostav_0_5l/;6;400
751;https://kub02.ru/catalog/professionalnaya_bytovaya_khimiya/sredstvo_dlya_prochistki_trub_ot_zasorov_bath_prof_1l/;6;60
752;https://kub02.ru/catalog/professionalnaya_bytovaya_khimiya/sredstvo_dlya_prochistki_trub_ot_zasorov_bath_prof_5l/;6;61
753;https://kub02.ru/catalog/prosept/antiseptik_dlya_bani_i_sauny_prosept_sauna_1_10_1l/;6;263
754;https://kub02.ru/catalog/kraska_i_gruntovka/kraska_grunt_fasadnaya_dlya_plit_osb_proff_3v1_7kg_prosept/;6;232
755;https://kub02.ru/catalog/kraska_i_gruntovka/kraska_grunt_fasadnaya_dlya_plit_osb_proff_3v1_1kg_prosept/;6;231
756;https://kub02.ru/catalog/prosept/antiseptik_nevymyvaemyy_korichnevyy_prosept_eco_ultra_gotovyy_sostav_10l/;6;276
757;https://kub02.ru/catalog/prosept/antiseptik_universalnyy_protiv_gribka_i_pleseni_prosept_antiplesen_got_sostav_5l/;6;290
906;"689339";11;115
907;"689338";11;113
908;"689336";11;124
909;"689337";11;122
910;"689333";11;201
911;"888467";11;175
912;"689334";11;27
913;"171973";11;173
914;"689335";11;13
915;"888468";11;59
916;"946037";11;72
758;"344056";9;133
759;"344031";9;130
760;"429428";9;1
761;"344058";9;52
762;"427546";9;55
763;"412165";9;56
764;"344057";9;62
765;"344055";9;74
766;"425615";9;143
767;"425614";9;147
768;"425613";9;145
769;"421627";9;175
770;"421628";9;177
771;"421629";9;178
772;"431924";9;196
505;"1462335";7;16
506;"1462334";7;12
507;"1462339";7;38
508;"1478129";7;61
509;"1462340";7;40
510;"1462338";7;26
511;"1462343";7;55
512;"1462349";7;200
513;"1478131";7;202
514;"1462353";7;168
515;"1462336";7;18
516;"1462341";7;47
517;"1462351";7;72
518;"1478130";7;66
519;"1462345";7;67
520;"1462344";7;57
521;"1462350";7;204
522;"1462342";7;53
523;"1478128";7;68
524;"1462348";7;65
525;"1462333";7;4
526;"1462354";7;170
527;"1565304";7;44
528;"1462352";7;74
529;"1462346";7;60
530;"1462347";7;63
531;"1462337";7;19
773;"395985";9;16
774;"380694";9;65
775;"344048";9;200
776;"344049";9;204
777;"344036";9;20
778;"344035";9;81
779;"344040";9;67
780;"344038";9;400
781;"344029";9;18
782;"344028";9;12
783;"344037";9;39
784;"344053";9;40
785;"344052";9;26
786;"431919";9;19
787;"412166";9;46
788;"344032";9;123
789;"344033";9;124
790;"412170";9;121
791;"344034";9;122
792;"363953";9;390
793;"363954";9;403
794;"344039";9;401
795;"380693";9;59
796;"380695";9;152
797;"412169";9;391
798;"412167";9;393
799;"412168";9;394
800;"427545";9;83
801;"427544";9;82
802;"344030";9;128
917;"133027";12;395
918;"133026";12;394
919;"133028";12;393
920;"133029";12;320
921;"133038";12;298
922;"133049";12;397
923;"108904";12;38
924;"108908";12;84
925;"108916";12;60
926;"108912";12;69
927;"108906";12;200
928;"108905";12;204
929;"108913";12;47
930;"108907";12;123
931;"133054";12;390
932;"133052";12;391
933;"108917";12;67
934;"108914";12;53
935;"132643";12;400
936;"133004";12;401
937;"126140";12;63
938;"108893";12;170
939;"108915";12;12
940;"133050";12;398
941;"133051";12;399
942;"133053";12;392
943;"132640";12;403
944;"132641";12;404
945;"132642";12;405
946;"133005";12;402
947;"108910";12;72
948;"541218";12;328
803;"1923010";10;55
804;"1522054";10;152
805;"2168947";10;59
806;"1302291";10;176
807;"1425732";10;81
808;"1302290";10;61
809;"1302280";10;60
810;"1302294";10;28
811;"1302279";10;63
812;"1302295";10;57
813;"1302276";10;67
814;"1302275";10;53
815;"1302271";10;12
816;"2142795";10;62
817;"1923013";10;140
818;"1522049";10;159
819;"1522050";10;156
820;"2509196";10;128
821;"2337728";10;21
822;"2769741";10;407
823;"2769743";10;406
824;"1923011";10;83
825;"1923012";10;82
826;"2509198";10;146
827;"1425734";10;138
828;"1522051";10;157
829;"1522052";10;160
830;"1522055";10;153
831;"3156975";10;249
832;"1425733";10;17
833;"1656317";10;400
834;"1656318";10;401
835;"1656313";10;393
836;"1656314";10;394
837;"1656315";10;390
838;"1656316";10;391
839;"2716944";10;263
840;"2168946";10;56
841;"2759717";10;16
842;"2168948";10;52
843;"2509200";10;40
844;"3261309";10;143
845;"3261320";10;139
846;"1302286";10;144
847;"1302287";10;149
848;"1302293";10;100
849;"1302273";10;38
850;"1302281";10;200
851;"1302284";10;170
852;"1302288";10;54
853;"1302289";10;68
854;"1302282";10;72
855;"1302283";10;74
856;"1302285";10;133
857;"1302277";10;65
858;"2509201";10;168
645;"91274244";8;159
646;"91274242";8;155
647;"93844423";8;9
648;"90162587";8;31
649;"91274255";8;168
650;"90162796";8;64
651;"90034948";8;195
652;"93844422";8;8
653;"90162798";8;65
654;"90034950";8;197
655;"90162799";8;39
656;"90034949";8;196
657;"90162797";8;62
658;"91274253";8;170
659;"90162588";8;26
660;"90162795";8;63
661;"91274252";8;146
662;"91274251";8;144
663;"91274249";8;140
664;"91274248";8;138
665;"91274247";8;151
666;"91274246";8;150
667;"91274245";8;161
668;"91274243";8;157
669;"91274241";8;153
670;"91274240";8;149
671;"90602673";8;145
672;"90602672";8;147
673;"90411298";8;365
674;"90162590";8;123
675;"90162771";8;60
676;"90162585";8;18
677;"90162784";8;166
678;"98267811";8;253
679;"91056675";8;410
680;"90505355";8;271
681;"90505354";8;293
682;"90505353";8;292
683;"90505352";8;291
684;"90505351";8;290
685;"90505350";8;289
686;"90505349";8;288
687;"90505348";8;266
688;"90505347";8;265
689;"90505346";8;264
690;"90505345";8;263
691;"90505343";8;259
692;"90505342";8;258
693;"90505341";8;257
694;"90505340";8;254
695;"90505339";8;246
696;"90505338";8;409
697;"90505337";8;276
698;"90505336";8;275
699;"90505335";8;250
700;"90505334";8;249
701;"90505333";8;286
702;"90505332";8;320
703;"90505331";8;240
704;"90411306";8;376
705;"90411304";8;373
706;"90411303";8;372
707;"90411300";8;368
708;"90411297";8;364
859;"1302272";10;8
860;"3288743";10;417
861;"3157012";10;276
862;"1522046";10;154
863;"2769742";10;408
864;"2509197";10;18
865;"2716862";10;240
709;"90162762";8;56
710;"90162761";8;50
711;"90162760";8;51
712;"90162759";8;53
713;"90162756";8;52
714;"98267814";8;245
715;"90414450";8;424
716;"90411319";8;324
717;"90411318";8;323
718;"90411311";8;322
719;"90162757";8;55
720;"90414458";8;432
721;"90414457";8;431
722;"90414456";8;430
723;"90414455";8;429
724;"90414454";8;428
725;"90414453";8;427
726;"90414452";8;426
727;"90414451";8;425
728;"90414449";8;423
729;"90414448";8;422
730;"90414447";8;421
731;"90414446";8;420
732;"90414445";8;419
733;"90414444";8;418
734;"90411315";8;329
735;"90411314";8;330
736;"90411313";8;326
737;"90411312";8;325
738;"90411310";8;321
866;"2096064";10;184
867;"1656319";10;403
868;"2717033";10;245
869;"2717947";10;246
870;"2509199";10;26
871;"2716995";10;266
872;"3261311";10;145
873;"2096071";10;46
874;"1522047";10;155
875;"2135830";10;186
876;"3157016";10;271
877;"3201601";10;414
878;"1522053";10;161
879;"3156990";10;250
880;"3288675";10;412
881;"3288677";10;413
882;"3156997";10;275
883;"1816794";10;126
884;"2716874";10;241
885;"3201604";10;415
886;"3202487";10;259
887;"3202491";10;260
888;"3201631";10;279
889;"2716986";10;264
890;"3157217";10;253
891;"3202483";10;290
892;"2716990";10;265
893;"3157226";10;254
894;"2717007";10;295
895;"3261310";10;147
896;"2717009";10;296
897;"2717018";10;306
898;"2717025";10;307
899;"3288739";10;416
900;"2717028";10;308
901;"3201597";10;409
902;"1522048";10;158
903;"3565385";10;175
904;"3565386";10;178
905;"3565387";10;177
1086;"4554291";13;46
1087;"1092852";13;401
1088;"3628581";13;168
1089;"3732207";13;14
1090;"1092967";13;263
1091;"2012857";13;264
1092;"1092970";13;286
1093;"2012855";13;254
1094;"3707761";13;406
1095;"1092969";13;249
1096;"1092851";13;275
1097;"1092890";13;290
1098;"1574230";13;86
1099;"4197427";13;59
1100;"1020148";13;58
1101;"3493958";13;171
1102;"1413490";13;150
1103;"1574315";13;184
1104;"3732182";13;153
1105;"3628554";13;156
1106;"3628575";13;152
1107;"3628562";13;158
1108;"1227605";13;393
1109;"3972364";13;142
1110;"3972365";13;144
1111;"4242239";13;146
1112;"1602476";13;140
1113;"1021229";13;138
1114;"3628548";13;143
1115;"3628571";13;139
1116;"3732187";13;198
1117;"2012880";13;397
1118;"1092903";13;396
1119;"1574290";13;126
1120;"1021017";13;47
1121;"3628533";13;44
1122;"1524150";13;38
1123;"1021073";13;90
1124;"1021087";13;33
1125;"1021269";13;72
1126;"2930066";13;20
1127;"1021185";13;61
1128;"6262565";13;408
1129;"1021085";13;48
1130;"1020192";13;123
1131;"3628553";13;130
1132;"1574273";13;116
1133;"3628521";13;128
1134;"1021068";13;67
1135;"4197426";13;55
1136;"3628537";13;49
1137;"1021176";13;51
1138;"1021188";13;114
1139;"1574361";13;64
1140;"3628525";13;62
1141;"4197428";13;18
1142;"1021885";13;30
1143;"1021094";13;31
1144;"2012802";13;392
1145;"1092968";13;391
1146;"3732175";13;403
1147;"1092888";13;400
1148;"1021731";13;13
1149;"1574225";13;26
1150;"1021183";13;53
1151;"1020171";13;54
1152;"5051345";13;21
1153;"4197429";13;81
1154;"1227604";13;390
1155;"1021109";13;12
1156;"1021224";13;57
1157;"1021931";13;50
1158;"4242238";13;55
1159;"1021216";13;166
1160;"1092965";13;257
1161;"1021114";13;66
1162;"1021228";13;124
1163;"1574302";13;149
1164;"1092966";13;258
1165;"1574261";13;109
1166;"2012882";13;402
1167;"2012859";13;246
1168;"6267643";13;97
1169;"3732176";13;6
1170;"1574255";13;75
1171;"3628570";13;106
1172;"7226107";13;121
1173;"1021102";13;24
1174;"1021058";13;175
1175;"3628588";13;105
